"ID","NOMBRE_EMP","NOMBRE_FAE","REGIÓN_IN","PROVINCIA","COMUNA_INS","NOMBRE_INS","TIPO_INSTA","RECOBRERSO","UTM_NORTE","UTM_ESTE","LATITUD","LONGITUD","ESTADO_INS","METODO_CONS","NEAR_DIST","VOL_AUTORIZADO","VOL_ACTUAL","TOS/IUTORIZADO","TOS/ICTUAL","RES_APRUEBA","RES_PDC_APRUEBA","RES_PDC_FECHA","RES_APRUEBA_FECHA"
"175","SUC. TOMAS WHITTLE","PLANTA WHITTLE","IV","ELQUI","ANDACOLLO","TRANQUE DE 1-2 ","TRANQUE DE RELAVE","ORO","6653843.64","299468.48","-30.2304","-71.0838","ABANDONADO","S/I","2930.0782235489","20056","0","30084","0","S/I","S/I","S/I","S/I"
"176","SOC. CANALES-GARCIA","PLANTA CANALES-GARCIA","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6654071.75","302569.98","-30.2289","-71.0515","ABANDONADO","AGUAS ARRIBA","5116.8192688463","58713","0","85133","0","S/I","S/I","S/I","S/I"
"177","CHRISTIAN GUERRA ARAYA","PLANTA CONCEPCION","IV","ELQUI","ANDACOLLO","CONCEPCION 1","TRANQUE DE RELAVE","ORO","6653788.42","296340.24","-30.2304","-71.1163","INACTIVO","AGUAS ARRIBA","3366.5675757816","16800","0","25200","0","124","S/I","S/I","1/28/1985"
"178","CHRISTIAN GUERRA ARAYA","PLANTA CONCEPCION","IV","ELQUI","ANDACOLLO","CONCEPCION 2","TRANQUE DE RELAVE","ORO","6653801.12","296371.46","-30.2303","-71.1159","INACTIVO","AGUAS ARRIBA","3357.7750136328","42056","0","63084","0","124","S/I","S/I","1/28/1985"
"179","ALEJANDRO MONREAL","PLANTA FLORA","IV","ELQUI","ANDACOLLO","FLORA 1","TRANQUE DE RELAVE","COBRE","6654354.91","299171.87","-30.2258","-71.0868","INACTIVO","AGUAS ARRIBA","3328.9693494865","225000","0","337500","0","S/I","S/I","S/I","S/I"
"180","ALEJANDRO MONREAL","PLANTA FLORA","IV","ELQUI","ANDACOLLO","FLORA 2","TRANQUE DE RELAVE","COBRE","6654343.80","299133.77","-30.2259","-71.0872","INACTIVO","AGUAS ARRIBA","3309.4117925066","3000","0","4500","0","S/I","S/I","S/I","S/I"
"181","RUBILIAN GONZÁLEZ GARCIA","PLANTA LOS VALIENTES II","IV","ELQUI","ANDACOLLO","LOS VALIENTES 2","TRANQUE DE RELAVE","COBRE-ORO","6652750.36","298471.94","-30.2401","-71.0943","INACTIVO","AGUAS ARRIBA","1633.5933298839","36400","0","54600","0","226","S/I","S/I","2/22/1985"
"182","RUBILAN GONZALEZ","PLANTA RUBILAN","IV","ELQUI","ANDACOLLO","TRANQUE 1-2","TRANQUE DE RELAVE","ORO","6651789.92","297542.04","-30.2486","-71.1042","ABANDONADO","S/I","1082.4235007399","360","0","522","0","S/I","S/I","S/I","S/I"
"183","SOC. URQUIETA, FERNANDEZ","PLANTA URQUIETA","IV","ELQUI","ANDACOLLO","URQUIETA 1 ","TRANQUE DE RELAVE","ORO","6651592.42","297290.26","-30.2504","-71.1068","ABANDONADO","S/I","1198.5660300167","7080","S/I","10630","0","S/I","S/I","S/I","S/I"
"184","SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.","FAENA TAMBILLOS","IV","ELQUI","COQUIMBO","TRANQUE DE RELAVE 4","TRANQUE DE RELAVE","COBRE","6656731.67","284270.04","-30.2018","-71.2410","INACTIVO","S/I","15195.841237029","622432","0","9336498","0","415","S/I","S/I","2/24/2011"
"185","HUGO ARAYA (MINERA ARAYA Y ARAYA)","PLANTA DINA","IV","ELQUI","COQUIMBO","DINA 1-2-3-4","TRANQUE DE RELAVE","COBRE-ORO-PLATA","6683089.93","276202.95","-29.9627","-71.3192","INACTIVO","S/I","2033.1905664318","53748","0","80622","0","1261","S/I","S/I","12/12/1988"
"186","MARCELO BALDO","PLANTA SAN RAMON","IV","ELQUI","COQUIMBO","SAN RAMON","TRANQUE DE RELAVE","ORO","6680710.35","284062.11","-29.9855","-71.2383","INACTIVO","EJE CENTRAL","9115.6753360927","1400","0","2100","0","S/I","S/I","S/I","S/I"
"187","SUC. MIRTA ROJAS MUNIZAGA","PLANTA MIRAFLORES","IV","ELQUI","ANDACOLLO","MIRAFLORES 2","TRANQUE DE RELAVE","ORO","6652740.58","298991.07","-30.2403","-71.0889","INACTIVO","AGUAS ARRIBA","1729.1801734784","13500","0","20250","0","S/I","S/I","S/I","S/I"
"188","SUC. MIRTA ROJAS MUNIZAGA","PLANTA MIRAFLORES","IV","ELQUI","ANDACOLLO","MIRAFLORES 3","TRANQUE DE RELAVE","ORO","6652805.67","298970.43","-30.2397","-71.0891","INACTIVO","AGUAS ARRIBA","1783.5610934363","15100","0","22650","0","688","S/I","S/I","7/7/1988"
"189","CMC SALI HOCHSCHILD S.A.","OJANCOS","III","COPIAPO","COPIAPO","OJANCOS 1","TRANQUE DE RELAVE","COBRE","6972040.74","366892.23","-27.3684","-70.3459","INACTIVO","AGUAS ARRIBA","820.37872876396","3202671","0","4804007","0","S/I","S/I","S/I","S/I"
"190","CMC SALI HOCHSCHILD S.A.","BODEGA ALTO","III","COPIAPO","COPIAPO","DEPOSITO DE RELAVE 4","TRANQUE DE RELAVE","COBRE-ORO","6973709.47","364304.26","-27.3531","-70.3719","INACTIVO","S/I","3641.1037155141","198036","0","297054","0","7","S/I","S/I","XX-XX-1977"
"191","MOISES GONZALEZ GONZALEZ","PLANTA DON MOISES","IV","ELQUI","LA HIGUERA","DON MOISES 2","TRANQUE DE RELAVE","ORO-COBRE","6748947.21","298058.56","-29.3725","-71.0806","INACTIVO","AGUAS ARRIBA","19464.568006708","71455","0","107182","0","182","S/I","S/I","2/5/1988"
"192","SOC. CORRIDA UNA DEL TORNO","PLANTA ELENA","IV","ELQUI","LA HIGUERA","ELENA 1 ","TRANQUE DE RELAVE","ORO","6750135.09","294260.99","-29.3611","-71.1195","INACTIVO","AGUAS ARRIBA","18686.825912818","2240","0","3360","0","S/I","S/I","S/I","S/I"
"193","SOC. CORRIDA UNA DEL TORNO","PLANTA ELENA","IV","ELQUI","LA HIGUERA","ELENA 3 ","TRANQUE DE RELAVE","ORO","6750177.15","294184.79","-29.3608","-71.1202","INACTIVO","AGUAS ARRIBA","18696.415975819","12200","0","18300","0","1041","S/I","S/I","10/30/1987"
"194","GESTIONES E INVERSIONES SAN FRANCISCO SPA","FAENA BLANCA AURORA","IV","ELQUI","LA HIGUERA","TRANQUE DE RELAVES PLANTA BLANCA AURORA","TRANQUE DE RELAVE","COBRE","6749038.00","296066.00","-29.3713","-71.1011","ACTIVO","AGUAS ABAJO","S/I","S/I","S/I","120000","S/I","86","S/I","S/I","12-02-2021"
"195","MINERA RCL (RICARDO ROJAS)","PLANTA SANTA ROSA","IV","ELQUI","LA HIGUERA","SANTA ROSA","TRANQUE DE RELAVE","ORO","6750658.35","293365.66","-29.3563","-71.1286","INACTIVO","AGUAS ARRIBA","18851.924292501","16657","0","49971","0","S/I","S/I","S/I","S/I"
"196","CIA. MINERA EL TRAPICHE/INVERFAZ SpA","PLANTA SAN RAMON","IV","ELQUI","LA HIGUERA","SAN RAMON 2","TRANQUE DE RELAVE","ORO","6751220.49","292799.03","-29.3511","-71.1343","ABANDONADO","AGUAS ARRIBA","19205.205434995","5010","0","7515","0","250","S/I","S/I","2/23/1989"
"197","NICOLAS KRIUKOV","TRAPICHE AGUA GRANDE","IV","ELQUI","LA HIGUERA","AGUA GRANDE ","TRANQUE DE RELAVE","ORO","6735440.51","299680.56","-29.4946","-71.0664","ABANDONADO","S/I","12887.251054767","15000","0","22500","0","911","S/I","S/I","10/9/1985"
"198","HECTOR GAHONA","PLANTA BLANQUITA","IV","ELQUI","LA HIGUERA","BLANQUITA ","TRANQUE DE RELAVE","COBRE-ORO","6733334.49","285050.45","-29.5111","-71.2176","INACTIVO","S/I","2043.744238381","3300","0","4950","0","S/I","S/I","S/I","S/I"
"199","CMC SALI HOCHSCHILD S.A.","OJANCOS","III","COPIAPO","COPIAPO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","6972269.34","367133.53","-27.3664","-70.3435","INACTIVO","S/I","534.65649768656","1800","0","2700","0","S/I","S/I","S/I","S/I"
"200","MINERA SANTA SILVIA S.A.","PLANTA LA HIGUERA (EX LOS MOLLES)","IV","ELQUI","LA HIGUERA","LA HIGUERA 5","TRANQUE DE RELAVE","COBRE-ORO","6732655.86","283845.99","-29.5170","-71.2301","INACTIVO","S/I","3209.8868664886","85000","0","127500","0","S/I","S/I","S/I","S/I"
"201","MARIO ALVAREZ","PLANTA PUNTA COLORADA","IV","ELQUI","LA HIGUERA","TRANQUE DE RELAVE ","TRANQUE DE RELAVE","ORO","6750912.05","304137.58","-29.3557","-71.0176","ABANDONADO","S/I","24832.198126027","2000","0","3000","0","S/I","S/I","S/I","S/I"
"202","SOC. MINERA MENSURA","FAENA SOR TERESA","IV","ELQUI","LA HIGUERA","SOR TERESA","TRANQUE DE RELAVE","COBRE-ORO","6750294.08","294093.96","-29.3597","-71.1212","INACTIVO","EJE CENTRAL","18770.254596415","281000","0","421500","0","529","S/I","S/I","5/16/1989"
"203","ALTIPLANO MINERALS CHILE SPA","WILSON AQUILES","IV","ELQUI","COQUIMBO","DEPOSITO DE RELAVES FILTRADOS N° 2","FILTRADO","COBRE-ORO","6665387.00","287088.00","-30.1242","-71.2100","EN CONSTRUCCION","FILTRADO","S/I","S/I","S/I","115464","S/I","0291","S/I","S/I","18-05-2022"
"204","ALTO ADIGIO SpA (EX CIA. MINERA TAURO)","PROFESOR ALDO LETTURA","IV","ELQUI","LA HIGUERA","SANTA DOMINGA","TRANQUE DE RELAVE","COBRE-ORO","6752166.57","291203.82","-29.3423","-71.1506","INACTIVO","AGUAS ABAJO","19712.90841087","528960","0","793440","0","440","S/I","S/I","4/14/1988"
"205","MOISES GONZALEZ GONZALEZ","PLANTA DON MOISES","IV","ELQUI","LA HIGUERA","DON MOISES 1","TRANQUE DE RELAVE","ORO-COBRE","6748882.52","298071.66","-29.3731","-71.0805","INACTIVO","AGUAS ARRIBA","19418.691923453","5640","0","8460","0","S/I","S/I","S/I","S/I"
"206","OSCAR GONZÁLEZ","PLANTA LA PAJITA","IV","ELQUI","LA HIGUERA","LA PAJITA 4","TRANQUE DE RELAVE","ORO","6732553.58","285214.07","-29.5182","-71.2161","INACTIVO","AGUAS ARRIBA","1864.6342051486","17000","0","25500","0","698","S/I","S/I","7/11/1988"
"207","CIA. MINERA QUEBRADA HONDA","PLANTA EL TRAPICHE","IV","ELQUI","LA HIGUERA","DEPOSITO DE RELAVES PLANTA EL TRAPICHE","TRANQUE DE RELAVE","COBRE-ORO","6750697.39","293768.31","-29.3560","-71.1244","EN CONSTRUCCION","EJE CENTRAL","S/I","S/I","S/I","224574","S/I","0263","S/I","S/I","21-04-2023"
"208","CIA. MINERA QUEBRADA HONDA","PLANTA SAN ALEJANDRO (EX TRAPICHE)","IV","ELQUI","LA HIGUERA","SAN ALEJANDRO (EX TRAPICHE 1-2)","TRANQUE DE RELAVE","COBRE-ORO","6750471.23","293841.60","-29.3580","-71.1237","INACTIVO","S/I","18842.087031481","25672","0","38508","0","897","S/I","S/I","12/13/1995"
"209","SOC. CORRIDA UNA DEL TORNO","PLANTA ELENA","IV","ELQUI","LA HIGUERA","ELENA 2 ","TRANQUE DE RELAVE","ORO","6750159.69","294226.86","-29.3609","-71.1198","INACTIVO","AGUAS ARRIBA","18696.392909027","1150","0","1725","0","S/I","S/I","S/I","S/I"
"210","V. ALDAY","PLANTA LAS BREAS","IV","ELQUI","LA HIGUERA","LAS BREAS (ACOPIO)","TRANQUE DE RELAVE","COBRE-ORO","6739166.72","340698.46","-29.4668","-70.6429","ABANDONADO","S/I","54016.755046053","250","0","375","0","S/I","S/I","S/I","S/I"
"211","DESCONOCIDO","PLANTA PLANTILE","IV","ELQUI","LA HIGUERA","TRANQUE DE RELAVE 1-2 ","TRANQUE DE RELAVE","ORO","6733768.05","286778.19","-29.5075","-71.1997","ABANDONADO","S/I","911.57516160581","11500","0","17250","0","S/I","S/I","S/I","S/I"
"212","JUAN ALIAGA","PLANTA ALIAGA","IV","ELQUI","LA SERENA","ALIAGA","TRANQUE DE RELAVE","COBRE-ORO-PLATA","6677740.00","303589.00","-30.0156","-71.0366","INACTIVO","EMBALSE","S/I","S/I","S/I","S/I","S/I","834","S/I","S/I","8/30/1989"
"213","MINERA CONDOR S.A.","PLANTA SAN CRISTOBAL","IV","ELQUI","LA SERENA","SAN CRISTOBAL 1","TRANQUE DE RELAVE","COBRE","6677968.97","303468.98","-30.0135","-71.0378","INACTIVO","AGUAS ARRIBA","23708.0176603","155600","0","233400","0","S/I","S/I","S/I","S/I"
"214","CIA. MINERA SAN GERONIMO","SAN GERONIMO","IV","ELQUI","VICUÑA","SOCORRO 5","TRANQUE DE RELAVE","COBRE","6692083.04","316894.01","-29.8883","-70.8962","INACTIVO","S/I","24229.159984308","274332","0","411498","0","2169","1530","5/15/2015","10/6/2004"
"215","COMPAÑIA MINERA FORTUNA ","PLANTA PUERTO RICO","III","COPIAPO","COPIAPO","EMBALSE 4","EMBALSE","COBRE","6969790.99","367410.88","-27.3888","-70.3410","ACTIVO","EMBALSE","2533.8760339351","26000","17762","  39,000 ","  82,113 ","400","271","6/2/2016","10/28/2015"
"216","ARMANDO ORTIZ","PLANTA SAN IGNACIO","II","ANTOFAGASTA","ANTOFAGASTA","EMBALSE DE RELAVE","EMBALSE","COBRE","7405194.35","384431.99","-23.4592","-70.1315","ABANDONADO","EMBALSE","34251.209360093","80600","0","120900","0","S/I","S/I","S/I","S/I"
"217","FAISAL HARCHA","PLANTA ROLEX","IV","ELQUI","LA SERENA","ROLEX 2","TRANQUE DE RELAVE","ORO","6681368.94","300876.45","-29.9824","-71.0640","INACTIVO","AGUAS ARRIBA","19838.368704328","37000","0","55500","0","582","S/I","S/I","6/6/1988"
"218","ELQUI SOL YESOS","PLANTA ITAMAR","IV","ELQUI","LA SERENA","ITAMAR","TRANQUE DE RELAVE","ORO","6696483.20","294809.92","-29.8451","-71.1239","ABANDONADO","AGUAS ABAJO","13684.470437081","34377","0","51565","0","502","S/I","S/I","6/1/1987"
"219","MINERA CONDOR S.A.","PLANTA LAMBERT","IV","ELQUI","LA SERENA","LAMBERT 2","TRANQUE DE RELAVE","ORO","6696363.09","294959.12","-29.8462","-71.1224","ABANDONADO","AGUAS ARRIBA","13756.427821412","61704","0","92556","0","376","S/I","S/I","4/20/1987"
"220","WALDO SALINAS CABELLO","PLANTA EL SAUCE","IV","ELQUI","LA SERENA","EL SAUCE","TRANQUE DE RELAVE","COBRE-ORO","6678754.64","301268.36","-30.0061","-71.0604","INACTIVO","S/I","21411.90184934","92420","0","134009","0","457","S/I","S/I","4/26/1989"
"221","SERGIO CONTADOR","PLANTA PAJONALES","IV","ELQUI","LA SERENA","PAJONALES","TRANQUE DE RELAVE","COBRE","6685306.17","294173.95","-29.9458","-71.1327","INACTIVO","AGUAS ARRIBA","12122.363582154","132000","0","198000","0","150","S/I","S/I","2/1/1985"
"222","ALBERTO MAURICIO FUENTES RIVERA","LAXNAR","IV","ELQUI","LA HIGUERA","EMBALSE DE RELAVE LAXNAR","EMBALSE","COBRE","6742912.66","331556.77","-29.4319","-70.7365","ACTIVO","EMBALSE","S/I","S/I","S/I","5400","S/I","1679","S/I","S/I","14-12-2018"
"223","MINERA DON ALBERTO","FAENA LAS VACAS","IV","CHOAPA","LOS VILOS","LAS VACAS 2","TRANQUE DE RELAVE","ORO","6471848.76","280674.18","-31.8680","-71.3184","INACTIVO","AGUAS ARRIBA","18290.325828076","250000","0","375000","0","652","S/I","S/I","8/28/1995"
"224","DESCONOCIDO","DESCONOCIDO","III","HUASCO","FREIRINA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6804976.22","292461.07","-28.8662","-71.1278","ABANDONADO","S/I","45122.043202256","50000","0","75000","0","S/I","S/I","S/I","S/I"
"225","DESCONOCIDO","DESCONOCIDO","III","HUASCO","FREIRINA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6803835.33","290883.62","-28.8762","-71.1442","ABANDONADO","S/I","45943.093031935","1900","0","2850","0","S/I","S/I","S/I","S/I"
"226","CIA. MINERA LA PATAGUA","LA PATAGUA","V","PETORCA","LA LIGUA","LA PATAGUA 1","TRANQUE DE RELAVE","COBRE","6397722.44","299662.97","-32.5398","-71.1334","INACTIVO","EJE CENTRAL","13535.981537472","230000","0","345000","0","1082","S/I","S/I","12/31/1997"
"227","CIA. MINERA LA PATAGUA","LA PATAGUA","V","PETORCA","LA LIGUA","LA PATAGUA 2","TRANQUE DE RELAVE","COBRE","6397876.43","299601.06","-32.5384","-71.1340","INACTIVO","EJE CENTRAL","13382.230558701","615000","0","922500","0","1082","S/I","S/I","12/31/1997"
"228","CIA. MINERA LA PATAGUA","LA PATAGUA","V","PETORCA","LA LIGUA","LA PATAGUA 4","TRANQUE DE RELAVE","COBRE","6397800.22","299486.76","-32.5391","-71.1352","INACTIVO","S/I","13357.955458769","330407","0","495610","0","1082","1237","5/25/2005","12/31/1997"
"229","RUBILAN GONZÁLEZ (EX GUSTAVO ALVAREZ)","PLANTA SAN MARTIN","IV","LIMARI","COMBARBALA","SAN MARTIN","TRANQUE DE RELAVE","COBRE-ORO","6549873.87","308444.16","-31.1695","-71.0099","INACTIVO","EJE CENTRAL","990.38498148428","24594","0","36891","0","959","S/I","S/I","9/27/1988"
"230","JOSE SARMIENTO AGUILERA","PLANTA SAN EMILIO","IV","LIMARI","COMBARBALA","SAN EMILIO","TRANQUE DE RELAVE","COBRE-ORO","6552573.72","304509.33","-31.1445","-71.0506","ABANDONADO","AGUAS ARRIBA","5709.414840424","103350","0","155025","0","458","S/I","S/I","4/26/1989"
"231","CIA. CERRO CENTINELA","PLANTA COMBARBALA","IV","LIMARI","COMBARBALA","EL PARRAL","TRANQUE DE RELAVE","ORO","6551418.62","307727.89","-31.1555","-71.0171","INACTIVO","S/I","2683.5698124675","600","0","900","0","S/I","S/I","S/I","S/I"
"232","SOC. MINERA ALTAMIRA","PLANTA EL BRONCE","IV","LIMARI","COMBARBALA","EL BRONCE ","TRANQUE DE RELAVE","COBRE-ORO","6555876.33","294228.67","-31.1130","-71.1577","ABANDONADO","AGUAS ARRIBA","16277.221554372","12000","0","18000","0","460","S/I","S/I","4/26/1989"
"233","SUC. CARVAJAL RIVERA","PLANTA QUILITAPIA","IV","LIMARI","COMBARBALA","QUILITAPIA","TRANQUE DE RELAVE","ORO","6555741.88","293940.63","-31.1141","-71.1608","INACTIVO","AGUAS ARRIBA","16484.300530762","8516","0","12774","0","183","S/I","S/I","1/28/1988"
"234","WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR)","PLANTA CALIFORNIA","IV","CHOAPA","ILLAPEL","CALIFORNIA 1","TRANQUE DE RELAVE","COBRE-ORO","6498020.36","296435.19","-31.6350","-71.1465","ABANDONADO","AGUAS ARRIBA","1874.1738442724","5200","0","7800","0","S/I","S/I","S/I","S/I"
"235","YOLANDA BOU BARRAZA","PLANTA ROSARIO DE COGOTI","IV","LIMARI","COMBARBALA","ROSARIO 2","TRANQUE DE RELAVE","COBRE","6558160.34","316894.20","-31.0961","-70.9198","INACTIVO","EJE CENTRAL","12039.115723182","176320","0","264480","0","1065","S/I","S/I","10/29/1986"
"236","MINERA LAS JUNTAS (EX MINAS SAN ANDRES)","PLANTAS EL PINGO Y SANTA MARIA","IV","LIMARI","MONTE PATRIA","RELAVES ANTIGUOS","TRANQUE DE RELAVE","COBRE-ORO","6586817.58","348773.35","-30.8422","-70.5814","INACTIVO","S/I","39488.924770987","74640","0","111960","0","S/I","S/I","S/I","S/I"
"237","RAFAEL VALENCIA","DESCONOCIDO","IV","LIMARI","MONTE PATRIA","VALENCIA","TRANQUE DE RELAVE","COBRE-ORO","6590390.54","350451.16","-30.8102","-70.5633","INACTIVO","S/I","39822.474129362","750","0","1125","0","S/I","S/I","S/I","S/I"
"238","TALCA GOLD (EN ARRIENDO D.TELLO)","PLANTA TELLO HERMANOS Y MONICA","IV","LIMARI","OVALLE","TRANQUE 3","TRANQUE DE RELAVE","ORO","6578426.54","244187.81","-30.8999","-71.6764","INACTIVO","EJE CENTRAL","40962.334475081","4000","0","6000","0","S/I","S/I","S/I","S/I"
"239","TALCA GOLD (EN ARRIENDO D.TELLO)","PLANTA TELLO HERMANOS Y MONICA","IV","LIMARI","OVALLE","TRANQUE 1","TRANQUE DE RELAVE","ORO","6578428.64","244402.90","-30.8999","-71.6741","INACTIVO","EJE CENTRAL","40751.390698425","35000","0","52500","0","S/I","S/I","S/I","S/I"
"240","JUAN SALINAS","PLANTA EL HUILMO (EX SALINAS)","IV","LIMARI","COMBARBALA","EL HUILMO 1 (EX SALINAS 1)","TRANQUE DE RELAVE","ORO","6581306.04","294643.84","-30.8837","-71.1482","INACTIVO","AGUAS ARRIBA","11733.525788443","5173","0","7759","0","1118","S/I","S/I","11/16/1987"
"241","WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR)","PLANTA CALIFORNIA","IV","CHOAPA","ILLAPEL","CALIFORNIA 2A","TRANQUE DE RELAVE","COBRE-ORO","6498030.61","296415.35","-31.6349","-71.1467","ABANDONADO","AGUAS ARRIBA","1852.4553820624","43800","0","65700","0","S/I","S/I","S/I","S/I"
"242","WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR)","PLANTA CALIFORNIA","IV","CHOAPA","ILLAPEL","CALIFORNIA 0","TRANQUE DE RELAVE","COBRE-ORO","6498112.63","296434.86","-31.6342","-71.1464","ABANDONADO","AGUAS ARRIBA","1853.8465105403","1000","0","1500","0","S/I","S/I","S/I","S/I"
"243","SCM VENTANA MINERALS ","FAENA TRIMINERALS  EX LA COLONIA","IV","CHOAPA","ILLAPEL","EX LA COLONIA 2","TRANQUE DE RELAVE","COBRE","6503322.71","299078.10","-31.5877","-71.1175","INACTIVO","AGUAS ARRIBA","6591.9749971877","79900","0","119850","0","S/I","S/I","S/I","S/I"
"244","JUAN POLO DABED","FAENA TUNQUEN EX EL ALMENDRO","IV","CHOAPA","ILLAPEL","TUNQUEN 5 (EX EL ALMENDRO 5)","TRANQUE DE RELAVE","COBRE-ORO","6516514.89","300619.90","-31.4690","-71.0986","ABANDONADO","EJE CENTRAL","19016.951123155","199750","S/I","299625","0","205","S/I","S/I","2/7/1986"
"245","SOC. MINERA MONTE ALTO SpA","PLANTA SEGURA","IV","LIMARI","COMBARBALA","EMBALSE SEGURA","EMBALSE","COBRE-ORO","6579656.50","292513.38","-30.8982","-71.1709","ACTIVO","EMBALSE","10906.545484494","9600","1716","14400","2575","1873","S/I","S/I","12/11/2014"
"246","SLM EL DORADO","PLANTA EL CISNE","IV","LIMARI","PUNITAQUI","EL CISNE","TRANQUE DE RELAVE","ORO","6583787.80","285742.64","-30.8598","-71.2408","INACTIVO","EJE CENTRAL","3358.5600044256","32400","0","48600","0","105","S/I","S/I","1/18/1984"
"247","MINERA ALTO DE PUNITAQUI","ALTOS DE PUNITAQUI","IV","LIMARI","PUNITAQUI","TRANQUE 3 (EX TAMAYA 3)","TRANQUE DE RELAVE","ORO","6583953.36","287105.21","-30.8585","-71.2265","ACTIVO","EJE CENTRAL","4017.621077962","531865","138809","946721","  253,849 ","613","2122","8/21/2015","3/10/2015"
"248","LEONEL ANGEL BRUNE","PLANTA LAS PALMAS","IV","LIMARI","RIO HURTADO","LAS PALMAS ","TRANQUE DE RELAVE","COBRE-ORO","6635787.67","320561.64","-30.3966","-70.8678","INACTIVO","EJE CENTRAL","26954.922268102","26670","0","40005","0","512","S/I","S/I","5/9/1988"
"249","DESCONOCIDO","DESCONOCIDO","IV","CHOAPA","CANELA","ATELCURA","TRANQUE DE RELAVE","ORO","6504880.68","278809.17","-31.5699","-71.3306","ABANDONADO","S/I","17057.023721887","1000","0","1500","0","S/I","S/I","S/I","S/I"
"250","SUC. LUIS ALVAREZ SIERRA","PLANTA ESPERANZA 2","IV","CHOAPA","ILLAPEL","ESPERANZA DOS","TRANQUE DE RELAVE","COBRE-ORO","6497738.88","294325.65","-31.6372","-71.1687","ABANDONADO","AGUAS ARRIBA","787.1874287417","29200","0","43800","0","643","S/I","S/I","7/17/1987"
"251","WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR)","PLANTA CALIFORNIA","IV","CHOAPA","ILLAPEL","CALIFORNIA 2B","TRANQUE DE RELAVE","COBRE-ORO","6498074.60","296408.07","-31.6345","-71.1467","ABANDONADO","AGUAS ARRIBA","1835.3977852742","34300","0","51450","0","S/I","S/I","S/I","S/I"
"252","SLM ANTA COLLA","ANTA COLLA","IV","CHOAPA","ILLAPEL","ANTA COLLA 2","TRANQUE DE RELAVE","COBRE-ORO","6499667.86","296745.88","-31.6202","-71.1428","INACTIVO","AGUAS ARRIBA","2466.8864650639","0","0","0","0","645","S/I","S/I","7/17/1987"
"253","MINERA ALTO DE PUNITAQUI","ALTOS DE PUNITAQUI","IV","LIMARI","PUNITAQUI","DEPOSITO ESPESADO","ESPESADO","ORO","6583536.38","287035.36","-30.8623","-71.2273","ACTIVO","S/I","4279.0244397854","2750000","2473368","5500000","3710053","2243","2122","8/21/2015","9/4/2015"
"254","DESCONOCIDO","DESCONOCIDO","II","ANTOFAGASTA","SIERRA GORDA","TRANQUE","TRANQUE DE RELAVE","COBRE","7464131.75","464164.22","-22.9305","-69.3495","ABANDONADO","S/I","68641.114199029","500","0","600","0","S/I","S/I","S/I","S/I"
"255","GUILLERMO DELGADO","PLANTA ASIENTO VIEJO","IV","CHOAPA","ILLAPEL","ASIENTO VIEJO 1","TRANQUE DE RELAVE","ORO","6501613.90","298494.57","-31.6030","-71.1240","INACTIVO","EJE CENTRAL","4992.4312814054","12800","0","19200","0","103","S/I","S/I","1/18/1984"
"256","CIA. MINERA PORTEZUELO","PLANTA PORTEZUELO","IV","CHOAPA","ILLAPEL","PORTEZUELO 1","TRANQUE DE RELAVE","ORO","6502190.63","298321.29","-31.5977","-71.1257","INACTIVO","AGUAS ARRIBA","5250.5646227553","46186","0","69279","0","411","3313","10/13/2003","4/10/1984"
"257","SLM AUCO (EX ODE AGUAD MONTENEGRO)","PLANTA AUCO (EX PLANTA JODE)","IV","CHOAPA","ILLAPEL","AUCO","TRANQUE DE RELAVE","COBRE-ORO","6505250.80","300531.73","-31.5705","-71.1018","INACTIVO","EJE CENTRAL","8998.2279819566","32804","0","49260","0","212","S/I","S/I","2/12/1988"
"258","REGINALDO CALLEJAS","PLANTA DON ROBERTO (EX FARELLON SANCHEZ)","IV","CHOAPA","ILLAPEL","DON ROBERTO (EX FARELLON SANCHEZ 1-2)","EMBALSE","COBRE-ORO","6518626.57","307819.31","-31.4512","-71.0225","INACTIVO","EMBALSE","24095.496718497","875","0","1312","0","66","S/I","S/I","1/19/1990"
"259","SLM FLAMENCA","PLANTA LETICIA","IV","CHOAPA","ILLAPEL","LETICIA 2","TRANQUE DE RELAVE","ORO","6518271.55","307763.50","-31.4543","-71.0231","INACTIVO","AGUAS ARRIBA","23768.396739552","152000","0","228000","0","S/I","S/I","S/I","S/I"
"260","MINERA DIAMANTINO LTDA.","PLANTA ANA MARIA","IV","CHOAPA","ILLAPEL","ANA MARIÂA 2","TRANQUE DE RELAVE","COBRE-ORO","6521273.13","308499.77","-31.4274","-71.0148","INACTIVO","EJE CENTRAL","26696.755898874","95880","0","143820","0","573","S/I","S/I","6/2/1986"
